Entry,Exit,Origin,Dest,ID
9,20.08,S01UN,S06M10,RP7124
9,24.96,S01UN,S07KP,RP8875
9,24.29,S01UN,S08SP,RP7682
9,30.99,S01UN,S09AG,RP9879
9,31.51,S01UN,S09AG,RP6887
9,26.13,S01UN,S09AG,RP2214
9,30.36,S01UN,S11FG,RP4514
9,37.41,S01UN,S11FG,RP6955
9,36.83,S01UN,S12KB,RP2389
9,33.26,S01UN,S12KB,RP9799
9,36.80,S01UN,S12KB,RP1355
9,36.08,S01UN,S13SB,RP2340
9,33.73,S01UN,S13SB,RP2082
9,35.44,S01UN,S14DU,RP8949
9,44.49,S01UN,S14DU,RP8033
9,43.24,S01UN,S15BS,RP2885
9,39.43,S01UN,S15BS,RP8255
9,39.68,S01UN,S15BS,RP8002
9,38.58,S01UN,S15BS,RP9334
9,40.90,S01UN,S16MJ,RP7655
9,45.34,S01UN,S16MJ,RP3233
9,48.89,S01UN,S16MJ,RP7803
9,42.53,S01UN,S16MJ,RP4084
10,21.13,S01UN,S04PL,RP8002
10,18.03,S01UN,S04PL,RP1187
10,18.59,S01UN,S05M11,RP5992
10,18.48,S01UN,S05M11,RP4871
10,27.01,S01UN,S05M11,RP3464
10,22.27,S01UN,S06M10,RP4427
10,24.66,S01UN,S06M10,RP9123
10,27.76,S01UN,S06M10,RP8261
10,22.55,S01UN,S06M10,RP4779
10,21.71,S01UN,S06M10,RP5309
10,25.56,S01UN,S07KP,RP1571
10,33.73,S01UN,S08SP,RP1827
10,30.25,S01UN,S09AG,RP7787
10,34.26,S01UN,S09AG,RP5477
10,32.33,S01UN,S09AG,RP3407
10,35.70,S01UN,S11FG,RP2309
10,38.07,S01UN,S12KB,RP6576
10,41.99,S01UN,S12KB,RP5247
10,36.09,S01UN,S12KB,RP7403
10,41.45,S01UN,S13SB,RP1841
10,38.45,S01UN,S14DU,RP2933
10,42.50,S01UN,S14DU,RP5860
10,40.16,S01UN,S15BS,RP9190
10,43.03,S01UN,S15BS,RP1844
10,47.15,S01UN,S15BS,RP1311
10,45.61,S01UN,S15BS,RP8966
10,45.65,S01UN,S16MJ,RP4168
10,45.73,S01UN,S16MJ,RP4420
10,44.02,S01UN,S16MJ,RP1331
10,44.71,S01UN,S16MJ,RP9114
11,19.82,S01UN,S04PL,RP2760
11,20.77,S01UN,S05M11,RP2123
11,28.46,S01UN,S05M11,RP3230
11,22.19,S01UN,S06M10,RP8113
11,27.64,S01UN,S06M10,RP3191
11,25.34,S01UN,S06M10,RP5971
11,26.99,S01UN,S06M10,RP1635
11,25.43,S01UN,S06M10,RP3216
11,25.44,S01UN,S07KP,RP1726
11,33.89,S01UN,S08SP,RP8583
11,29.91,S01UN,S09AG,RP3495
11,35.18,S01UN,S09AG,RP5338
11,35.30,S01UN,S09AG,RP6299
11,31.79,S01UN,S10BS,RP7625
11,36.91,S01UN,S11FG,RP8440
11,31.14,S01UN,S11FG,RP2341
11,35.58,S01UN,S12KB,RP3374
11,41.83,S01UN,S12KB,RP5764
11,37.31,S01UN,S13SB,RP5632
11,36.30,S01UN,S13SB,RP2080
11,42.19,S01UN,S14DU,RP5504
11,39.32,S01UN,S14DU,RP4435
11,47.73,S01UN,S15BS,RP8843
11,47.99,S01UN,S15BS,RP9104
11,43.84,S01UN,S15BS,RP5879
11,48.68,S01UN,S15BS,RP4992
11,45.58,S01UN,S16MJ,RP8413
11,47.33,S01UN,S16MJ,RP1761
11,42.90,S01UN,S16MJ,RP4211
11,45.48,S01UN,S16MJ,RP5693
12,25.09,S01UN,S04PL,RP3957
12,26.36,S01UN,S04PL,RP5212
12,29.77,S01UN,S05M11,RP6950
12,28.84,S01UN,S05M11,RP2990
12,27.70,S01UN,S06M10,RP9329
12,29.46,S01UN,S06M10,RP3056
12,25.92,S01UN,S06M10,RP9767
12,30.03,S01UN,S06M10,RP7585
12,22.37,S01UN,S06M10,RP7770
12,29.99,S01UN,S07KP,RP5851
12,35.77,S01UN,S08SP,RP2686
12,31.51,S01UN,S09AG,RP3311
12,37.71,S01UN,S09AG,RP7444
12,34.13,S01UN,S09AG,RP8819
12,32.75,S01UN,S11FG,RP7634
12,33.67,S01UN,S11FG,RP2627
12,42.97,S01UN,S12KB,RP5647
12,35.51,S01UN,S12KB,RP7986
12,43.90,S01UN,S13SB,RP2959
12,44.97,S01UN,S13SB,RP7217
12,38.90,S01UN,S14DU,RP7043
12,47.10,S01UN,S14DU,RP2409
12,47.12,S01UN,S15BS,RP8503
12,43.81,S01UN,S15BS,RP3902
12,40.79,S01UN,S15BS,RP5558
12,42.61,S01UN,S15BS,RP3050
12,42.56,S01UN,S16MJ,RP3728
12,49.33,S01UN,S16MJ,RP1837
12,45.97,S01UN,S16MJ,RP6393
12,46.82,S01UN,S16MJ,RP6190
13,20.54,S01UN,S04PL,RP2644
13,27.89,S01UN,S04PL,RP7183
13,24.27,S01UN,S05M11,RP7752
13,23.43,S01UN,S05M11,RP6228
13,23.35,S01UN,S06M10,RP4794
13,27.35,S01UN,S06M10,RP1378
13,24.14,S01UN,S06M10,RP7134
13,24.77,S01UN,S06M10,RP9226
13,26.28,S01UN,S07KP,RP3802
13,29.20,S01UN,S08SP,RP4110
13,31.28,S01UN,S08SP,RP9083
13,29.03,S01UN,S09AG,RP4239
13,30.67,S01UN,S09AG,RP5986
13,31.89,S01UN,S09AG,RP9246
13,31.29,S01UN,S10BS,RP3898
13,36.62,S01UN,S11FG,RP7431
13,40.42,S01UN,S11FG,RP9676
13,37.48,S01UN,S12KB,RP1472
13,40.60,S01UN,S12KB,RP2493
13,35.87,S01UN,S12KB,RP8698
13,37.67,S01UN,S13SB,RP8490
13,43.04,S01UN,S13SB,RP7328
13,48.87,S01UN,S14DU,RP6739
13,45.91,S01UN,S14DU,RP4435
13,48.52,S01UN,S15BS,RP3890
13,47.87,S01UN,S15BS,RP6691
13,43.21,S01UN,S15BS,RP7515
13,50.29,S01UN,S15BS,RP5041
13,51.30,S01UN,S16MJ,RP7430
13,49.91,S01UN,S16MJ,RP5710
13,48.18,S01UN,S16MJ,RP2721
13,47.76,S01UN,S16MJ,RP1205
14,23.02,S01UN,S04PL,RP4994
14,26.20,S01UN,S04PL,RP8969
14,27.91,S01UN,S05M11,RP4890
14,22.49,S01UN,S05M11,RP7790
14,29.72,S01UN,S06M10,RP6701
14,26.24,S01UN,S06M10,RP8119
14,26.28,S01UN,S06M10,RP3600
14,28.73,S01UN,S06M10,RP1788
14,27.31,S01UN,S06M10,RP4167
14,32.14,S01UN,S07KP,RP2032
14,37.73,S01UN,S08SP,RP1852
14,33.91,S01UN,S09AG,RP4549
14,30.77,S01UN,S09AG,RP5909
14,37.35,S01UN,S09AG,RP2111
14,32.41,S01UN,S10BS,RP9225
14,35.28,S01UN,S11FG,RP4211
14,37.28,S01UN,S11FG,RP5978
14,39.92,S01UN,S12KB,RP7395
14,41.96,S01UN,S12KB,RP1990
14,39.77,S01UN,S13SB,RP9322
14,47.48,S01UN,S13SB,RP2796
14,45.76,S01UN,S14DU,RP7390
14,40.33,S01UN,S14DU,RP5774
14,50.83,S01UN,S15BS,RP6839
14,44.77,S01UN,S15BS,RP4276
14,44.01,S01UN,S15BS,RP8760
14,44.92,S01UN,S15BS,RP6187
14,48.05,S01UN,S16MJ,RP3194
14,48.62,S01UN,S16MJ,RP3986
14,48.51,S01UN,S16MJ,RP5070
14,47.03,S01UN,S16MJ,RP8587
15,21.47,S01UN,S04PL,RP2115
15,27.53,S01UN,S04PL,RP5686
15,28.19,S01UN,S05M11,RP5046
15,29.90,S01UN,S05M11,RP8491
15,27.99,S01UN,S06M10,RP6227
15,26.45,S01UN,S06M10,RP1498
15,27.21,S01UN,S06M10,RP3316
15,28.66,S01UN,S06M10,RP6267
15,30.21,S01UN,S06M10,RP2364
15,36.14,S01UN,S07KP,RP5460
15,29.62,S01UN,S08SP,RP7199
15,33.74,S01UN,S09AG,RP4962
15,37.49,S01UN,S09AG,RP5339
15,39.83,S01UN,S09AG,RP8319
15,33.20,S01UN,S10BS,RP2753
15,44.75,S01UN,S11FG,RP7461
15,43.25,S01UN,S11FG,RP2006
15,44.28,S01UN,S12KB,RP2573
15,45.04,S01UN,S12KB,RP9908
15,41.17,S01UN,S13SB,RP6130
15,46.02,S01UN,S13SB,RP9770
15,42.29,S01UN,S14DU,RP4951
15,45.85,S01UN,S14DU,RP5570
15,45.99,S01UN,S15BS,RP1301
15,51.00,S01UN,S15BS,RP9277
15,45.29,S01UN,S15BS,RP6359
15,48.59,S01UN,S15BS,RP5877
15,53.23,S01UN,S16MJ,RP1084
15,53.08,S01UN,S16MJ,RP7351
15,52.29,S01UN,S16MJ,RP5660
15,45.48,S01UN,S16MJ,RP4517
16,22.32,S01UN,S02UC,RP8929
16,25.16,S01UN,S04PL,RP6106
16,28.67,S01UN,S05M11,RP4203
16,27.89,S01UN,S05M11,RP5830
16,35.45,S01UN,S06M10,RP8889
16,30.76,S01UN,S06M10,RP3109
16,29.58,S01UN,S06M10,RP1352
16,27.64,S01UN,S06M10,RP1165
16,32.72,S01UN,S06M10,RP2476
16,30.97,S01UN,S07KP,RP1230
16,33.18,S01UN,S08SP,RP4818
16,37.70,S01UN,S09AG,RP7423
16,40.88,S01UN,S09AG,RP8664
16,32.86,S01UN,S09AG,RP2133
16,38.76,S01UN,S11FG,RP3457
16,43.37,S01UN,S11FG,RP8613
16,44.33,S01UN,S12KB,RP4578
16,43.15,S01UN,S12KB,RP5106
16,38.74,S01UN,S12KB,RP7314
16,46.05,S01UN,S13SB,RP9802
16,44.00,S01UN,S13SB,RP7034
16,42.75,S01UN,S14DU,RP3677
16,42.54,S01UN,S14DU,RP9866
16,45.12,S01UN,S15BS,RP2962
16,44.82,S01UN,S15BS,RP4252
16,47.41,S01UN,S15BS,RP4837
16,44.52,S01UN,S15BS,RP9163
16,51.70,S01UN,S16MJ,RP3938
16,50.90,S01UN,S16MJ,RP2179
16,49.84,S01UN,S16MJ,RP2236
16,50.89,S01UN,S16MJ,RP3952
17,25.20,S01UN,S04PL,RP4232
17,23.18,S01UN,S04PL,RP5579
17,29.75,S01UN,S05M11,RP3686
17,25.90,S01UN,S05M11,RP6754
17,30.30,S01UN,S06M10,RP9169
17,35.84,S01UN,S06M10,RP3890
17,27.87,S01UN,S06M10,RP1557
17,31.76,S01UN,S06M10,RP4406
17,33.15,S01UN,S06M10,RP1891
17,30.40,S01UN,S07KP,RP8038
17,35.05,S01UN,S08SP,RP2763
17,40.76,S01UN,S08SP,RP1239
17,33.64,S01UN,S09AG,RP7432
17,40.18,S01UN,S09AG,RP6039
17,34.38,S01UN,S09AG,RP9485
17,40.35,S01UN,S10BS,RP3815
17,45.91,S01UN,S11FG,RP8908
17,39.67,S01UN,S12KB,RP1680
17,45.47,S01UN,S12KB,RP6308
17,47.06,S01UN,S13SB,RP5528
17,48.23,S01UN,S13SB,RP6178
17,46.52,S01UN,S14DU,RP5980
17,48.27,S01UN,S14DU,RP2590
17,47.26,S01UN,S15BS,RP6157
17,53.18,S01UN,S15BS,RP7542
17,45.49,S01UN,S15BS,RP5512
17,50.57,S01UN,S15BS,RP4624
17,55.27,S01UN,S16MJ,RP2810
17,56.85,S01UN,S16MJ,RP8579
17,51.08,S01UN,S16MJ,RP2139
17,56.50,S01UN,S16MJ,RP5424
18,33.81,S01UN,S04PL,RP6761
18,33.79,S01UN,S05M11,RP6543
18,33.37,S01UN,S05M11,RP2141
18,29.38,S01UN,S06M10,RP6750
18,32.80,S01UN,S06M10,RP2887
18,33.19,S01UN,S06M10,RP5539
18,28.22,S01UN,S06M10,RP2959
18,33.51,S01UN,S06M10,RP6175
18,30.41,S01UN,S07KP,RP4534
18,32.53,S01UN,S08SP,RP8501
18,40.60,S01UN,S09AG,RP3132
18,40.81,S01UN,S09AG,RP4127
18,40.16,S01UN,S09AG,RP8868
18,38.03,S01UN,S11FG,RP3367
18,47.92,S01UN,S11FG,RP2894
18,49.04,S01UN,S12KB,RP2861
18,44.74,S01UN,S12KB,RP9369
18,43.91,S01UN,S12KB,RP5421
18,48.30,S01UN,S13SB,RP1928
18,50.92,S01UN,S13SB,RP8606
18,47.71,S01UN,S14DU,RP3391
18,46.76,S01UN,S14DU,RP7325
18,54.49,S01UN,S15BS,RP3516
18,49.83,S01UN,S15BS,RP5136
18,53.44,S01UN,S15BS,RP3664
18,54.71,S01UN,S15BS,RP8599
18,55.89,S01UN,S16MJ,RP8453
18,53.44,S01UN,S16MJ,RP1365
18,50.28,S01UN,S16MJ,RP5758
18,57.12,S01UN,S16MJ,RP3404
19,34.12,S01UN,S04PL,RP7483
19,29.14,S01UN,S05M11,RP3236
19,28.56,S01UN,S05M11,RP9833
19,34.27,S01UN,S06M10,RP8913
19,31.55,S01UN,S06M10,RP6589
19,32.00,S01UN,S06M10,RP4307
19,32.41,S01UN,S06M10,RP3312
19,38.30,S01UN,S06M10,RP6076
19,38.86,S01UN,S07KP,RP6703
19,38.75,S01UN,S08SP,RP3548
19,39.21,S01UN,S09AG,RP4378
19,44.75,S01UN,S09AG,RP7540
19,43.25,S01UN,S10BS,RP1261
19,48.18,S01UN,S11FG,RP2454
19,42.36,S01UN,S12KB,RP5916
19,42.67,S01UN,S12KB,RP1546
19,44.35,S01UN,S13SB,RP2747
19,49.26,S01UN,S13SB,RP5127
19,50.43,S01UN,S14DU,RP6608
19,54.95,S01UN,S14DU,RP9991
19,54.26,S01UN,S15BS,RP3659
19,52.13,S01UN,S15BS,RP1837
19,49.79,S01UN,S15BS,RP6687
19,51.39,S01UN,S15BS,RP9785
19,55.73,S01UN,S16MJ,RP1102
19,51.33,S01UN,S16MJ,RP4689
19,52.15,S01UN,S16MJ,RP8659
19,57.89,S01UN,S16MJ,RP7504
20,29.91,S01UN,S04PL,RP3035
20,31.10,S01UN,S04PL,RP8886
20,32.05,S01UN,S05M11,RP3362
20,36.42,S01UN,S05M11,RP8719
20,29.28,S01UN,S05M11,RP3823
20,39.27,S01UN,S06M10,RP6759
20,34.97,S01UN,S06M10,RP2286
20,32.02,S01UN,S06M10,RP4329
20,38.95,S01UN,S06M10,RP2843
20,34.07,S01UN,S06M10,RP4165
20,37.22,S01UN,S07KP,RP4555
20,43.11,S01UN,S08SP,RP5959
20,36.28,S01UN,S09AG,RP7936
20,42.28,S01UN,S09AG,RP1390
20,46.43,S01UN,S10BS,RP9215
20,40.65,S01UN,S11FG,RP4890
20,41.36,S01UN,S11FG,RP3097
20,44.46,S01UN,S12KB,RP6021
20,43.51,S01UN,S12KB,RP2422
20,49.07,S01UN,S13SB,RP1746
20,46.31,S01UN,S13SB,RP2306
20,54.79,S01UN,S14DU,RP8178
20,46.84,S01UN,S14DU,RP3191
20,49.86,S01UN,S15BS,RP3459
20,50.68,S01UN,S15BS,RP3114
20,49.14,S01UN,S15BS,RP8152
20,48.34,S01UN,S15BS,RP1475
20,52.48,S01UN,S16MJ,RP7811
20,51.21,S01UN,S16MJ,RP8780
20,54.80,S01UN,S16MJ,RP3806
20,55.09,S01UN,S16MJ,RP4441
20,55.10,S01UN,S16MJ,RP1391
21,29.54,S01UN,S04PL,RP4237
21,29.02,S01UN,S04PL,RP7890
21,37.70,S01UN,S05M11,RP7469
21,30.51,S01UN,S05M11,RP9065
21,36.52,S01UN,S06M10,RP5611
21,32.02,S01UN,S06M10,RP5905
21,39.86,S01UN,S06M10,RP6484
21,40.71,S01UN,S06M10,RP8137
21,40.34,S01UN,S07KP,RP4249
21,43.08,S01UN,S08SP,RP6921
21,42.64,S01UN,S09AG,RP2083
21,38.67,S01UN,S09AG,RP4586
21,44.37,S01UN,S09AG,RP1939
21,45.74,S01UN,S11FG,RP7239
